Name,Save 1,Save 2,Save 3,Save 4,Save 5,Save 6
WarpvoltScourgersAlloutAttack,1.0745614035087718,2.1491228070175437,3.223684210526316,4.298245614035087,5.37280701754386,6.447368421052632
WarpvoltScourgersWarpCog,1.3133528265107215,2.4390838206627685,3.564814814814815,4.690545808966863,6.754385964912281,6.754385964912281
WarpvoltScourgersFilfthCrust4,0.9210526315789472,1.8421052631578945,2.763157894736842,3.684210526315789,4.605263157894736,5.526315789473684
WarpvoltScourgersAlloutAttackWarpCog,1.5322449642625084,2.8455977907732297,4.15895061728395,5.472303443794671,7.880116959064328,7.880116959064328
WarpvoltScourgersAlloutAttackFilfthCrust4,1.0745614035087718,2.1491228070175437,3.223684210526316,4.298245614035087,5.37280701754386,6.447368421052632
WarpvoltScourgersWarpCogFilfthCrust4,1.3133528265107215,2.4390838206627685,3.564814814814815,4.690545808966863,6.754385964912281,6.754385964912281
WarpvoltScourgersAlloutAttackWarpCogFilfthCrust4,1.5322449642625084,2.8455977907732297,4.15895061728395,5.472303443794671,7.880116959064328,7.880116959064328
WarpvoltScourgers,0.9210526315789472,1.8421052631578945,2.763157894736842,3.684210526315789,4.605263157894736,5.526315789473684
WarpvoltScourgersAlloutAttack,1.0745614035087718,2.1491228070175437,3.223684210526316,4.298245614035087,5.37280701754386,6.447368421052632
WarpvoltScourgersWarpCog,1.3133528265107215,2.4390838206627685,3.564814814814815,4.690545808966863,6.754385964912281,6.754385964912281
WarpvoltScourgersFilfthCrust4,0.9210526315789472,1.8421052631578945,2.763157894736842,3.684210526315789,4.605263157894736,5.526315789473684
WarpvoltScourgersAlloutAttackWarpCog,1.5322449642625084,2.8455977907732297,4.15895061728395,5.472303443794671,7.880116959064328,7.880116959064328
WarpvoltScourgersAlloutAttackFilfthCrust4,1.0745614035087718,2.1491228070175437,3.223684210526316,4.298245614035087,5.37280701754386,6.447368421052632
WarpvoltScourgersWarpCogFilfthCrust4,1.3133528265107215,2.4390838206627685,3.564814814814815,4.690545808966863,6.754385964912281,6.754385964912281
WarpvoltScourgersAlloutAttackWarpCogFilfthCrust4,1.5322449642625084,2.8455977907732297,4.15895061728395,5.472303443794671,7.880116959064328,7.880116959064328
WarpvoltScourgers,0.9210526315789472,1.8421052631578945,2.763157894736842,3.684210526315789,4.605263157894736,5.526315789473684
WarpvoltScourgersAlloutAttack,1.0745614035087718,2.1491228070175437,3.223684210526316,4.298245614035087,5.37280701754386,6.447368421052632
WarpvoltScourgersWarpCog,1.3133528265107215,2.4390838206627685,3.564814814814815,4.690545808966863,6.754385964912281,6.754385964912281
WarpvoltScourgersFilfthCrust4,0.9210526315789472,1.8421052631578945,2.763157894736842,3.684210526315789,4.605263157894736,5.526315789473684
WarpvoltScourgersAlloutAttackWarpCog,1.5322449642625084,2.8455977907732297,4.15895061728395,5.472303443794671,7.880116959064328,7.880116959064328
WarpvoltScourgersAlloutAttackFilfthCrust4,1.0745614035087718,2.1491228070175437,3.223684210526316,4.298245614035087,5.37280701754386,6.447368421052632
WarpvoltScourgersWarpCogFilfthCrust4,1.3133528265107215,2.4390838206627685,3.564814814814815,4.690545808966863,6.754385964912281,6.754385964912281
WarpvoltScourgersAlloutAttackWarpCogFilfthCrust4,1.5322449642625084,2.8455977907732297,4.15895061728395,5.472303443794671,7.880116959064328,7.880116959064328
Stormfiends(ProjectorsRatling),1.1965811965811965,1.907051282051282,2.6175213675213675,3.327991452991453,4.038461538461538,4.262820512820513
Stormfiends(ProjectorsRatling)AlloutAttack,1.465811965811966,2.3482905982905984,3.230769230769231,4.113247863247864,4.995726495726496,5.294871794871796
Stormfiends(ProjectorsRatling)FilfthCrust4,1.1965811965811965,1.907051282051282,2.6175213675213675,3.327991452991453,4.038461538461538,4.262820512820513
Stormfiends(ProjectorsRatling)AlloutAttackFilfthCrust4,1.465811965811966,2.3482905982905984,3.230769230769231,4.113247863247864,4.995726495726496,5.294871794871796
Stormfiends(ProjectorsRatling),1.1965811965811965,1.907051282051282,2.6175213675213675,3.327991452991453,4.038461538461538,4.262820512820513
Stormfiends(ProjectorsRatling)AlloutAttack,1.465811965811966,2.3482905982905984,3.230769230769231,4.113247863247864,4.995726495726496,5.294871794871796
Stormfiends(ProjectorsRatling)FilfthCrust4,1.1965811965811965,1.907051282051282,2.6175213675213675,3.327991452991453,4.038461538461538,4.262820512820513
Stormfiends(ProjectorsRatling)AlloutAttackFilfthCrust4,1.465811965811966,2.3482905982905984,3.230769230769231,4.113247863247864,4.995726495726496,5.294871794871796
Stormfiends(WindlaunchersRatling),0.891025641025641,1.448717948717949,2.0064102564102564,2.5641025641025643,3.121794871794872,3.3461538461538463
Stormfiends(WindlaunchersRatling)AlloutAttack,1.188034188034188,1.9316239316239316,2.6752136752136755,3.4188034188034186,4.162393162393163,4.461538461538462
Stormfiends(WindlaunchersRatling)FilfthCrust4,0.891025641025641,1.448717948717949,2.0064102564102564,2.5641025641025643,3.121794871794872,3.3461538461538463
Stormfiends(WindlaunchersRatling)AlloutAttackFilfthCrust4,1.188034188034188,1.9316239316239316,2.6752136752136755,3.4188034188034186,4.162393162393163,4.461538461538462
Stormfiends(WindlaunchersRatling),0.891025641025641,1.448717948717949,2.0064102564102564,2.5641025641025643,3.121794871794872,3.3461538461538463
Stormfiends(WindlaunchersRatling)AlloutAttack,1.188034188034188,1.9316239316239316,2.6752136752136755,3.4188034188034186,4.162393162393163,4.461538461538462
Stormfiends(WindlaunchersRatling)FilfthCrust4,0.891025641025641,1.448717948717949,2.0064102564102564,2.5641025641025643,3.121794871794872,3.3461538461538463
Stormfiends(WindlaunchersRatling)AlloutAttackFilfthCrust4,1.188034188034188,1.9316239316239316,2.6752136752136755,3.4188034188034186,4.162393162393163,4.461538461538462
Stormfiends(Ratling),0.37393162393162394,0.5608974358974359,0.7478632478632479,0.9348290598290598,1.1217948717948718,1.1217948717948718
Stormfiends(Ratling)AlloutAttack,0.4487179487179488,0.6730769230769231,0.8974358974358976,1.1217948717948718,1.3461538461538463,1.3461538461538463
Stormfiends(Ratling)FilfthCrust4,0.37393162393162394,0.5608974358974359,0.7478632478632479,0.9348290598290598,1.1217948717948718,1.1217948717948718
Stormfiends(Ratling)AlloutAttackFilfthCrust4,0.4487179487179488,0.6730769230769231,0.8974358974358976,1.1217948717948718,1.3461538461538463,1.3461538461538463
Stormfiends(Ratling),0.37393162393162394,0.5608974358974359,0.7478632478632479,0.9348290598290598,1.1217948717948718,1.1217948717948718
Stormfiends(Ratling)AlloutAttack,0.4487179487179488,0.6730769230769231,0.8974358974358976,1.1217948717948718,1.3461538461538463,1.3461538461538463
Stormfiends(Ratling)FilfthCrust4,0.37393162393162394,0.5608974358974359,0.7478632478632479,0.9348290598290598,1.1217948717948718,1.1217948717948718
Stormfiends(Ratling)AlloutAttackFilfthCrust4,0.4487179487179488,0.6730769230769231,0.8974358974358976,1.1217948717948718,1.3461538461538463,1.3461538461538463
PlagueClaw,0.46296296296296285,0.9259259259259257,1.3888888888888886,1.8518518518518514,2.3148148148148144,2.7777777777777772
PlagueClawAlloutAttack,0.5787037037037038,1.1574074074074077,1.7361111111111112,2.3148148148148153,2.893518518518519,3.4722222222222223
RatlingWarpblaster,0.4861111111111111,0.9722222222222222,1.4583333333333333,1.9444444444444444,2.430555555555556,2.9166666666666665
RatlingWarpblasterAlloutAttack,0.625,1.25,1.875,2.5,3.125,3.75
RatlingWarpblasterWarpCog,0.6211419753086421,1.1535493827160495,1.6859567901234571,2.2183641975308643,3.194444444444444,3.194444444444444
RatlingWarpblasterAlloutAttackWarpCog,0.8101851851851853,1.5046296296296298,2.199074074074074,2.893518518518518,4.166666666666666,4.166666666666666
RatlingWarpblaster,0.4861111111111111,0.9722222222222222,1.4583333333333333,1.9444444444444444,2.430555555555556,2.9166666666666665
RatlingWarpblasterAlloutAttack,0.625,1.25,1.875,2.5,3.125,3.75
RatlingWarpblasterWarpCog,0.6211419753086421,1.1535493827160495,1.6859567901234571,2.2183641975308643,3.194444444444444,3.194444444444444
RatlingWarpblasterAlloutAttackWarpCog,0.8101851851851853,1.5046296296296298,2.199074074074074,2.893518518518518,4.166666666666666,4.166666666666666
WarpLightningCannon,2.1875,2.1875,2.1875,2.1875,2.1875,2.1875
WarpLightningCannonAlloutAttack,2.9166666666666665,2.9166666666666665,2.9166666666666665,2.9166666666666665,2.9166666666666665,2.9166666666666665
WarpLightningCannonWarpCog,2.430555555555556,2.430555555555556,2.430555555555556,2.430555555555556,2.430555555555556,2.430555555555556
WarpLightningCannonAlloutAttackWarpCog,3.2407407407407414,3.2407407407407414,3.2407407407407414,3.2407407407407414,3.2407407407407414,3.2407407407407414
WarpLightningCannon,2.1875,2.1875,2.1875,2.1875,2.1875,2.1875
WarpLightningCannonAlloutAttack,2.9166666666666665,2.9166666666666665,2.9166666666666665,2.9166666666666665,2.9166666666666665,2.9166666666666665
WarpLightningCannonWarpCog,2.430555555555556,2.430555555555556,2.430555555555556,2.430555555555556,2.430555555555556,2.430555555555556
WarpLightningCannonAlloutAttackWarpCog,3.2407407407407414,3.2407407407407414,3.2407407407407414,3.2407407407407414,3.2407407407407414,3.2407407407407414
AcolyteGlobadiers,0.6837606837606838,1.3675213675213675,2.051282051282051,2.735042735042735,3.4188034188034186,4.102564102564102
AcolyteGlobadiersAlloutAttack,0.8547008547008548,1.7094017094017095,2.5641025641025643,3.418803418803419,4.273504273504274,5.128205128205129
AcolyteGlobadiersWarpCog,0.9306742640075975,1.728395061728395,2.5261158594491926,3.32383665716999,4.786324786324786,4.786324786324786
AcolyteGlobadiersFilfthCrust4,0.6837606837606838,1.3675213675213675,2.051282051282051,2.735042735042735,3.4188034188034186,4.102564102564102
AcolyteGlobadiersAlloutAttackWarpCog,1.1633428300094968,2.1604938271604937,3.1576448243114905,4.154795821462487,5.982905982905982,5.982905982905982
AcolyteGlobadiersAlloutAttackFilfthCrust4,0.8547008547008548,1.7094017094017095,2.5641025641025643,3.418803418803419,4.273504273504274,5.128205128205129
AcolyteGlobadiersWarpCogFilfthCrust4,0.9306742640075975,1.728395061728395,2.5261158594491926,3.32383665716999,4.786324786324786,4.786324786324786
AcolyteGlobadiersAlloutAttackWarpCogFilfthCrust4,1.1633428300094968,2.1604938271604937,3.1576448243114905,4.154795821462487,5.982905982905982,5.982905982905982
AcolyteGlobadiers,0.6837606837606838,1.3675213675213675,2.051282051282051,2.735042735042735,3.4188034188034186,4.102564102564102
AcolyteGlobadiersAlloutAttack,0.8547008547008548,1.7094017094017095,2.5641025641025643,3.418803418803419,4.273504273504274,5.128205128205129
AcolyteGlobadiersWarpCog,0.9306742640075975,1.728395061728395,2.5261158594491926,3.32383665716999,4.786324786324786,4.786324786324786
AcolyteGlobadiersFilfthCrust4,0.6837606837606838,1.3675213675213675,2.051282051282051,2.735042735042735,3.4188034188034186,4.102564102564102
AcolyteGlobadiersAlloutAttackWarpCog,1.1633428300094968,2.1604938271604937,3.1576448243114905,4.154795821462487,5.982905982905982,5.982905982905982
AcolyteGlobadiersAlloutAttackFilfthCrust4,0.8547008547008548,1.7094017094017095,2.5641025641025643,3.418803418803419,4.273504273504274,5.128205128205129
AcolyteGlobadiersWarpCogFilfthCrust4,0.9306742640075975,1.728395061728395,2.5261158594491926,3.32383665716999,4.786324786324786,4.786324786324786
AcolyteGlobadiersAlloutAttackWarpCogFilfthCrust4,1.1633428300094968,2.1604938271604937,3.1576448243114905,4.154795821462487,5.982905982905982,5.982905982905982
AcolyteGlobadiers,0.6837606837606838,1.3675213675213675,2.051282051282051,2.735042735042735,3.4188034188034186,4.102564102564102
AcolyteGlobadiersAlloutAttack,0.8547008547008548,1.7094017094017095,2.5641025641025643,3.418803418803419,4.273504273504274,5.128205128205129
AcolyteGlobadiersWarpCog,0.9306742640075975,1.728395061728395,2.5261158594491926,3.32383665716999,4.786324786324786,4.786324786324786
AcolyteGlobadiersFilfthCrust4,0.6837606837606838,1.3675213675213675,2.051282051282051,2.735042735042735,3.4188034188034186,4.102564102564102
AcolyteGlobadiersAlloutAttackWarpCog,1.1633428300094968,2.1604938271604937,3.1576448243114905,4.154795821462487,5.982905982905982,5.982905982905982
AcolyteGlobadiersAlloutAttackFilfthCrust4,0.8547008547008548,1.7094017094017095,2.5641025641025643,3.418803418803419,4.273504273504274,5.128205128205129
AcolyteGlobadiersWarpCogFilfthCrust4,0.9306742640075975,1.728395061728395,2.5261158594491926,3.32383665716999,4.786324786324786,4.786324786324786
AcolyteGlobadiersAlloutAttackWarpCogFilfthCrust4,1.1633428300094968,2.1604938271604937,3.1576448243114905,4.154795821462487,5.982905982905982,5.982905982905982
